id,Study_Hours,Sleep_Hours,Attendance_Percentage,Previous_Score,Internet_Usage,Social_Activity_Level,Performance_Score,Pass_Fail
38442,2.48,10.06,63.77,75.26,4.85,1,57.37,1
9768,0.65,7.8,70.87,45.1,1.57,5,28.45,0
31491,2.6,7.64,75.79,70.35,5.48,1,66.02,1
19236,3.84,10.36,79.85,69.08,0.25,1,34.66,0
38069,6.7,6.66,39.59,64.98,4.24,4,36.38,0
6096,4.56,8.43,48.27,28.86,1.48,5,23.68,0
39525,1.74,8.32,74.55,61.82,0.17,1,34.55,0
19487,3.61,7.32,77.88,43.9,1.46,3,44.69,1
999,2.2,6.29,60.85,46.75,1.77,4,37.15,0
6248,6.45,9.73,60.46,51.5,3.98,1,64.59,1
25636,2.19,4.26,78.15,32.72,0.86,2,31.42,0
39935,1.46,5.42,98.1,62.8,0.27,3,33.83,0
4032,1.06,8.79,99.67,56.44,2.51,4,26.78,0
38482,4.55,6.73,88.99,49.01,4.41,4,55.72,1
41963,1.06,7.11,88.85,37.25,2.9,3,57.41,1
20776,2.56,6.14,82.23,40.8,1.06,3,47.74,1
40808,2.49,7.59,72.2,65.83,2.07,2,64.2,1
53401,3.14,4.71,89.75,66.95,0.08,4,37.49,0
8022,2.53,7.2,92.92,58.66,0.14,4,65.0,1
54703,2.36,5.61,53.6,80.66,2.43,2,36.39,0
2759,3.05,7.94,94.9,49.94,3.17,5,61.66,1
7639,2.73,7.23,86.57,68.37,1.28,5,72.1,1
30662,13.49,9.18,55.26,100.0,2.88,5,84.33,1
2976,2.04,7.78,83.21,60.59,2.13,1,50.61,1
19114,2.34,7.4,55.44,58.66,0.5,4,51.42,1
5071,3.49,7.29,70.21,57.76,5.84,5,52.6,1
21959,1.39,9.24,91.8,58.2,0.07,1,40.0,1
35565,2.8,8.04,91.52,64.09,3.93,1,52.87,1
44177,1.42,5.62,86.64,50.3,1.05,5,30.79,0
10152,4.5,7.32,73.74,50.18,6.83,5,64.04,1
49502,2.14,7.34,63.29,66.13,12.0,3,65.48,1
8467,4.42,7.26,62.59,40.71,0.94,2,53.43,1
39338,1.53,6.83,85.36,55.39,1.35,2,19.38,0
10905,7.76,6.48,78.94,83.33,0.92,4,84.27,1
52136,4.45,5.24,91.17,47.33,1.49,1,41.08,1
25714,1.81,7.14,74.84,36.33,0.35,2,40.23,1
42899,3.74,7.8,72.57,48.63,6.8,4,58.54,1
10679,1.37,7.13,64.88,53.6,3.24,1,24.24,0
5158,5.73,7.44,76.1,50.07,2.3,5,46.94,1
46561,5.72,10.06,96.69,76.65,0.68,5,59.88,1
48657,2.54,8.76,89.49,73.84,0.91,2,58.08,1
7877,6.93,7.14,85.6,100.0,9.11,1,74.5,1
32606,3.21,6.68,67.15,78.75,1.88,3,61.01,1
5116,4.67,9.09,98.5,75.64,0.3,4,70.36,1
25774,1.05,8.3,84.14,57.34,2.0,2,33.62,0
51441,2.24,8.38,89.81,39.44,0.49,4,49.04,1
32527,2.79,9.31,65.53,78.62,0.45,3,53.78,1
10545,3.69,7.47,78.15,70.96,1.6,4,71.32,1
17553,2.37,6.74,91.37,41.75,1.65,1,49.82,1
54656,2.39,4.98,98.76,38.53,1.31,3,32.1,0
54833,0.53,6.55,86.9,27.23,12.0,3,31.84,0
7723,4.24,7.19,62.71,44.7,4.35,5,50.04,1
45060,4.2,5.98,81.26,28.47,0.36,4,40.08,1
52417,2.96,8.55,36.55,68.25,2.47,5,30.11,0
25498,3.42,6.24,55.03,68.76,1.47,3,39.68,0
35218,3.69,9.21,60.24,54.21,5.13,1,64.26,1
13921,1.31,7.08,40.86,57.8,0.25,4,22.42,0
27720,6.1,8.82,97.63,100.0,0.63,1,77.73,1
7133,12.64,4.77,86.64,100.0,4.51,5,78.46,1
32933,2.73,6.08,70.75,92.42,8.7,4,55.56,1
14161,1.36,9.15,93.68,68.91,2.99,1,40.39,1
28138,5.75,6.2,76.13,71.33,4.76,5,61.17,1
39204,3.26,5.16,91.07,79.52,2.43,4,52.23,1
21057,2.36,7.2,53.05,27.39,2.04,4,26.81,0
47380,16.0,8.16,69.04,100.0,0.78,1,96.91,1
39961,1.12,5.76,93.68,47.76,1.02,1,37.54,0
1006,2.5,6.35,78.21,44.56,0.57,2,22.72,0
42500,1.73,7.0,89.39,100.0,1.83,4,72.34,1
49643,5.05,6.1,87.85,68.92,5.53,3,62.58,1
31809,5.74,5.08,94.61,87.54,8.16,3,58.71,1
52095,6.29,8.06,34.23,89.57,2.35,1,52.68,1
51765,6.65,5.27,98.11,70.21,5.04,4,66.81,1
4977,3.89,7.97,78.76,36.71,1.06,1,37.83,0
7025,4.15,7.23,84.51,50.84,3.8,4,52.06,1
11934,1.47,8.04,50.86,32.51,0.1,5,44.16,1
52543,1.55,5.23,41.54,41.39,2.08,2,15.07,0
28280,1.99,6.94,88.34,66.32,0.94,1,46.53,1
26392,3.71,5.58,93.05,52.51,2.03,4,55.62,1
29027,8.37,8.68,75.61,76.94,1.52,4,70.19,1
42270,9.46,5.78,82.76,78.68,0.17,3,61.25,1
28052,13.85,5.93,82.09,84.18,6.99,3,89.96,1
35708,1.01,9.34,88.53,42.57,0.44,4,27.69,0
10211,3.16,9.04,87.04,72.5,0.17,2,56.31,1
34946,1.89,5.67,96.13,76.21,3.31,5,58.28,1
3155,3.27,3.98,54.4,66.26,0.85,4,36.25,0
29569,2.32,8.12,95.73,60.81,6.86,5,58.34,1
16994,3.2,6.69,86.27,80.76,1.59,5,56.3,1
41958,4.85,8.55,56.4,71.67,8.47,1,42.6,1
48472,1.6,7.82,66.92,51.5,1.65,2,43.51,1
24096,3.83,5.37,88.1,69.66,0.37,3,49.3,1
42041,5.86,6.69,93.2,57.16,1.01,5,58.96,1
4098,3.31,6.65,55.86,51.23,11.32,3,35.1,0
32470,2.52,4.32,88.63,64.87,4.9,1,32.55,0
43410,4.5,6.88,90.21,45.04,6.01,4,66.83,1
40535,3.54,8.19,83.62,62.42,0.58,4,44.89,1
11876,3.47,6.13,90.69,72.24,5.88,1,62.15,1
15460,5.76,7.17,80.31,62.85,1.82,2,60.34,1
19313,3.77,5.65,99.58,62.19,0.89,5,68.9,1
40265,6.77,6.9,81.88,81.31,0.5,5,63.2,1
9012,4.0,7.86,82.32,31.51,1.18,4,57.6,1
36449,9.81,5.91,92.23,40.92,1.43,3,70.35,1
33926,5.59,6.58,90.32,31.27,1.85,1,62.68,1
46009,2.37,6.29,88.35,59.86,0.3,1,47.75,1
43836,16.0,6.85,86.47,82.05,0.37,5,100.0,1
51665,3.15,5.04,71.97,80.87,3.19,3,56.48,1
30926,2.22,7.59,79.9,27.68,2.62,5,42.44,1
10017,2.15,6.96,64.17,71.7,1.46,1,47.35,1
23735,2.57,5.03,92.49,25.03,0.89,5,28.65,0
8479,2.34,7.45,90.51,48.52,3.74,4,59.61,1
36656,3.28,10.83,84.81,68.7,0.56,1,42.55,1
9585,3.26,8.11,76.57,49.16,3.05,4,63.18,1
19053,2.4,8.01,64.22,59.97,1.05,2,55.18,1
29645,3.36,7.39,77.56,56.09,1.0,1,49.15,1
46107,4.83,8.67,45.74,46.37,0.75,4,37.07,0
5740,3.84,5.72,56.6,49.04,1.97,4,55.65,1
45923,3.62,6.19,94.01,58.59,0.77,1,43.14,1
43052,2.95,6.15,67.93,70.27,1.62,2,45.1,1
43494,2.82,6.9,92.47,50.99,1.82,1,43.41,1
24750,4.42,8.88,82.18,38.97,0.43,4,47.62,1
40357,1.07,3.62,59.84,44.8,0.23,1,6.75,0
41824,4.4,5.35,95.18,62.31,2.04,5,48.8,1
20268,1.43,4.02,83.33,51.45,0.95,1,21.53,0
22840,1.12,5.58,74.79,43.05,2.83,2,31.52,0
13095,2.34,8.42,76.2,36.94,0.68,4,54.77,1
14077,3.16,7.77,85.48,61.51,2.87,5,60.43,1
39479,4.28,6.88,90.3,48.81,1.62,2,60.21,1
40600,8.66,6.9,79.59,83.31,5.17,1,68.31,1
38558,2.29,7.52,88.69,64.39,0.42,2,65.0,1
46465,2.84,8.14,36.84,75.51,0.8,3,34.46,0
14540,2.42,6.91,72.44,61.2,3.25,4,61.72,1
28074,2.86,7.82,94.37,71.52,0.13,5,53.2,1
19705,3.08,7.83,81.65,57.63,1.59,1,63.47,1
35777,2.48,7.91,58.72,52.22,3.47,3,45.54,1
5334,3.76,6.87,88.29,66.44,1.15,1,46.74,1
1609,2.83,7.28,92.93,69.83,2.34,2,58.61,1
49628,4.66,6.45,53.65,40.39,0.2,2,42.47,1
50646,5.83,6.24,79.71,48.83,2.69,5,54.72,1
9732,2.07,5.78,88.36,75.95,4.51,5,40.64,1
41809,1.45,8.13,91.93,53.65,0.76,3,37.18,0
49073,3.45,8.75,78.87,78.52,10.35,3,65.16,1
12284,4.98,8.43,88.87,78.36,2.49,4,72.28,1
17164,7.49,8.11,94.21,85.33,0.82,5,74.95,1
40908,1.31,6.07,52.45,62.05,1.59,3,34.69,0
54731,0.98,5.84,71.88,53.12,1.1,4,28.68,0
11787,2.61,5.27,88.79,64.14,2.44,1,40.0,1
41325,1.51,5.5,92.6,75.14,1.13,3,40.7,1
24989,5.68,7.37,67.15,82.14,1.24,3,77.84,1
52588,1.17,8.3,98.03,34.32,2.4,3,27.65,0
50467,2.41,6.01,89.31,49.12,0.41,3,48.19,1
10804,2.43,8.63,81.67,51.31,12.0,4,45.04,1
22819,4.26,7.62,91.26,90.47,5.96,5,68.83,1
13729,2.12,7.5,88.34,63.06,0.21,1,46.68,1
24517,2.96,8.91,48.24,37.42,2.06,4,32.22,0
44310,5.49,3.9,71.16,84.16,3.09,3,39.22,0
30072,2.81,8.31,90.5,55.42,1.34,4,46.39,1
19012,1.89,6.5,89.74,41.78,2.27,1,29.17,0
34531,1.99,6.02,87.96,30.33,1.92,1,33.02,0
27459,4.99,5.24,67.75,76.02,1.29,5,43.84,1
587,1.48,5.22,83.77,69.07,1.53,5,23.09,0
17204,2.79,8.12,85.56,44.11,8.91,1,48.4,1
4093,3.44,10.12,93.61,40.38,1.18,2,55.79,1
23620,2.35,5.54,72.44,57.88,4.43,2,41.25,1
5087,3.06,8.44,76.57,53.45,8.06,5,55.96,1
31428,1.38,5.49,72.54,59.89,0.84,4,30.23,0
1604,13.65,6.36,96.39,79.55,0.87,4,89.74,1
9074,4.26,7.9,70.87,92.3,0.01,2,71.86,1
53626,6.65,6.54,71.32,80.17,0.54,4,82.21,1
44304,1.9,6.33,48.95,61.86,1.48,5,22.59,0
16085,1.82,8.77,97.75,54.0,1.93,2,35.95,0
42722,8.96,7.34,94.15,95.94,3.36,3,100.0,1
49872,3.4,4.9,82.2,68.65,1.86,1,29.54,0
16023,3.62,6.46,49.38,43.61,8.97,1,31.83,0
14862,2.14,5.47,56.63,28.86,2.58,5,34.8,0
24903,3.5,7.23,51.9,50.16,1.95,4,42.85,1
28720,5.24,9.22,75.29,64.82,1.69,2,59.18,1
22698,6.81,5.46,81.81,92.09,0.18,2,72.07,1
5229,4.11,5.27,39.13,60.57,0.61,1,28.28,0
39622,3.65,6.52,65.59,61.25,0.11,1,61.19,1
3883,4.15,7.42,95.92,52.58,1.0,5,60.57,1
7028,3.57,6.07,74.59,48.43,2.99,3,43.99,1
11070,1.88,8.0,66.08,49.06,1.11,5,42.55,1
16888,4.21,5.28,78.53,68.21,0.63,2,51.15,1
25457,3.22,9.04,82.31,81.08,1.13,1,61.4,1
25987,2.72,4.82,96.17,48.38,2.3,2,43.19,1
14487,2.53,6.23,89.42,51.63,1.41,2,47.78,1
36351,9.3,7.05,53.88,59.25,1.7,4,67.57,1
15351,8.48,6.47,78.91,49.53,6.33,3,58.97,1
5628,3.51,8.2,76.34,33.59,6.91,1,49.92,1
7145,7.54,9.14,92.51,91.95,0.24,3,85.12,1
26282,1.7,4.72,86.4,80.99,4.64,3,24.16,0
11260,5.27,8.95,91.08,79.79,2.49,5,61.9,1
5638,1.93,6.02,78.85,38.87,0.19,2,26.05,0
51399,6.63,5.67,90.49,62.24,7.02,2,69.95,1
54462,2.56,8.69,62.84,61.42,0.55,5,46.11,1
39196,3.39,5.93,86.81,68.11,0.23,2,49.26,1
24789,2.97,7.23,57.56,63.45,12.0,1,60.89,1
9171,2.35,6.63,80.4,58.64,0.27,2,64.75,1
6349,3.36,5.71,64.76,44.68,0.39,3,47.11,1
40899,1.9,6.11,79.19,48.5,0.39,5,39.51,0
4891,3.07,7.7,64.13,60.47,1.52,1,68.67,1
40794,3.1,7.62,89.76,61.07,1.53,5,52.4,1
5573,5.47,8.05,67.16,57.16,0.38,3,57.44,1
50148,1.95,5.39,66.66,58.04,0.39,5,38.04,0
29555,2.17,7.82,95.36,89.94,2.74,2,65.19,1
2464,6.21,10.26,91.13,59.88,2.45,5,72.02,1
46252,6.16,8.55,97.54,61.2,1.41,4,66.52,1
47744,3.17,7.43,71.12,55.51,0.8,1,51.35,1
26122,1.9,6.68,63.43,62.6,11.02,1,36.2,0
18842,3.73,4.7,75.96,85.0,0.68,1,38.07,0
44938,5.94,6.59,57.89,75.76,3.02,2,71.67,1
26592,10.16,9.62,92.63,74.88,2.05,2,83.6,1
31045,5.77,7.43,70.34,61.84,4.47,3,54.6,1
12784,3.92,6.32,70.28,34.12,0.07,3,51.68,1
36479,4.21,7.66,55.41,72.0,2.29,4,55.83,1
50021,1.78,5.7,71.31,60.72,6.27,4,44.46,1
29780,1.44,5.51,69.58,58.79,0.61,3,30.69,0
31215,1.77,6.61,70.69,68.41,0.48,1,48.19,1
42033,10.2,6.48,70.95,54.76,1.65,1,74.33,1
40382,2.68,7.41,78.03,65.5,10.09,1,52.13,1
21091,7.22,6.59,88.05,43.56,3.01,4,85.9,1
29609,5.99,8.05,93.15,100.0,0.55,3,72.34,1
35190,8.39,7.73,60.75,100.0,1.87,5,79.23,1
35953,6.5,5.24,60.09,71.26,5.22,3,67.32,1
49369,1.99,5.77,59.32,44.67,0.62,3,28.97,0
14033,2.15,7.01,77.98,75.49,4.23,1,62.87,1
53762,4.74,7.79,79.65,93.14,2.6,3,78.23,1
46965,10.06,4.59,99.4,75.11,3.61,4,78.28,1
34231,5.33,4.74,83.83,79.65,2.26,3,39.87,0
22571,6.11,9.02,69.57,94.71,3.87,1,59.25,1
42949,14.05,6.83,64.35,78.89,1.59,1,81.41,1
27418,2.08,6.61,70.62,61.0,5.68,5,48.66,1
1166,3.47,6.9,58.11,75.27,4.87,5,61.15,1
23659,1.68,6.98,75.06,77.08,1.55,5,64.18,1
4266,6.35,5.72,84.15,48.99,1.33,4,54.07,1
41808,6.82,6.18,89.66,74.86,0.23,2,61.03,1
41056,1.69,7.94,80.92,40.73,0.47,2,49.38,1
30182,2.44,7.51,84.18,44.01,1.77,2,44.6,1
8971,4.1,6.92,87.11,52.9,0.5,1,56.49,1
50128,0.69,7.79,79.99,63.8,3.05,1,38.72,0
21725,4.07,8.6,84.86,51.61,3.66,5,57.14,1
38761,2.9,6.58,76.66,64.01,6.72,4,65.49,1
11038,13.14,9.59,81.65,99.48,2.78,3,83.97,1
43350,3.44,4.03,76.8,83.4,0.44,3,46.72,1
6757,1.82,6.72,97.38,46.34,3.2,4,28.29,0
23924,4.45,6.6,78.6,73.87,4.3,4,47.73,1
20926,1.27,8.1,67.86,52.89,0.01,4,32.58,0
49829,6.61,9.04,64.03,61.76,3.0,4,49.03,1
1478,1.44,8.92,68.89,44.0,0.22,2,19.59,0
35842,2.72,5.99,88.47,58.14,0.76,1,46.51,1
19443,2.29,7.86,90.38,60.96,1.08,1,41.91,1
38805,2.53,6.44,81.76,52.35,2.47,1,39.12,0
24754,3.92,6.23,75.78,52.56,2.59,1,56.41,1
6651,4.33,6.84,78.05,34.62,0.37,5,56.76,1
20466,3.23,8.26,79.17,62.12,2.44,5,44.48,1
4265,2.7,7.29,65.19,57.62,0.33,4,45.45,1
19108,4.69,5.82,49.44,36.55,4.5,3,31.28,0
9764,4.93,6.38,68.52,58.17,2.35,3,43.4,1
41623,1.58,7.51,91.03,62.22,1.78,5,44.08,1
19536,3.52,8.11,99.44,68.75,0.01,4,66.49,1
25285,6.34,7.68,71.95,88.25,3.53,5,80.56,1
53483,2.63,7.66,82.94,50.64,0.26,2,49.37,1
31893,4.69,8.61,96.63,76.65,2.19,2,73.13,1
43817,2.72,6.29,78.49,35.51,0.65,1,42.76,1
40009,5.94,7.75,53.18,41.76,2.63,3,55.84,1
9130,2.49,9.23,88.38,63.44,4.62,3,58.17,1
4897,3.2,7.96,88.64,63.27,1.45,2,52.45,1
54089,1.93,8.22,89.2,85.97,0.24,4,50.9,1
24213,8.63,8.39,66.09,100.0,6.92,2,92.31,1
1222,2.49,8.55,53.91,65.15,4.16,4,56.8,1
52883,5.23,7.03,76.91,60.96,1.01,5,64.19,1
41399,10.15,7.55,81.07,84.13,5.9,2,96.19,1
25416,5.47,5.67,38.27,78.06,1.77,1,49.16,1
42782,1.46,5.87,93.5,57.12,1.94,1,51.64,1
9507,2.24,3.0,66.24,48.22,3.77,3,32.82,0
30075,7.31,8.87,91.53,65.71,2.94,3,62.54,1
18222,0.96,8.33,88.22,68.69,1.33,1,30.19,0
23069,7.45,6.08,50.12,86.82,0.19,2,65.93,1
35868,1.43,6.67,82.78,62.69,0.55,3,31.45,0
16148,1.19,6.82,93.85,40.57,2.8,5,44.71,1
1415,2.64,6.89,79.9,39.25,4.09,3,51.15,1
48299,2.08,8.12,91.9,64.9,0.94,5,54.25,1
10994,6.89,4.4,62.38,71.92,0.79,5,47.8,1
44573,1.43,6.99,90.42,65.23,1.8,2,42.14,1
22578,3.4,7.34,91.02,91.11,1.63,4,75.44,1
35069,6.98,6.26,87.23,59.31,1.21,3,59.42,1
12473,3.68,8.03,74.97,24.22,1.13,5,21.9,0
33091,1.13,5.88,93.28,58.99,2.12,1,31.31,0
47123,2.67,5.0,79.99,66.85,1.56,5,38.4,0
37183,1.06,7.3,86.55,52.82,4.51,2,32.97,0
37479,3.2,7.13,87.72,77.52,3.07,2,67.02,1
49956,1.18,5.41,78.52,61.08,0.09,3,27.31,0
49918,3.47,4.44,66.38,79.79,8.35,5,31.8,0
33353,4.4,8.58,57.97,68.56,2.26,4,62.24,1
5502,5.18,8.63,73.12,58.78,3.89,3,72.51,1
10021,1.73,5.65,86.75,51.87,0.14,5,41.42,1
27114,1.9,6.11,83.03,37.98,0.02,2,22.43,0
50443,1.63,10.49,73.72,34.9,1.4,3,32.85,0
19575,9.12,8.4,75.95,87.48,2.69,1,76.52,1
3143,1.74,6.23,84.47,53.52,0.77,2,36.2,0
12429,0.99,8.67,66.1,48.81,0.2,3,37.57,0
49854,3.92,4.81,65.97,61.57,3.92,3,33.99,0
14495,3.56,7.68,86.18,69.85,5.84,3,50.35,1
6543,2.18,5.42,80.31,68.95,0.09,3,45.63,1
27212,5.86,5.87,65.05,100.0,0.61,5,67.09,1
21116,2.29,6.79,90.84,42.48,1.33,1,59.83,1
20481,2.75,8.75,72.66,73.28,3.17,1,42.44,1
27017,7.85,6.54,85.16,79.57,0.86,3,83.19,1
43976,6.33,7.57,76.71,50.22,6.71,4,57.98,1
6574,5.02,4.95,86.5,64.47,0.83,1,44.8,1
51967,2.29,5.23,83.62,52.02,1.33,1,41.15,1
16267,3.31,5.09,72.07,61.47,2.06,3,50.43,1
53629,3.92,5.13,90.44,73.19,0.39,2,62.35,1
36813,1.89,5.03,93.39,57.56,3.35,4,36.96,0
19578,3.12,7.49,66.75,37.51,0.04,5,51.86,1
51022,5.32,5.67,43.48,40.97,0.87,2,40.34,1
17478,4.48,7.38,97.76,55.27,2.5,3,51.93,1
53753,1.16,9.03,85.85,61.82,2.63,4,41.21,1
54041,1.82,9.4,63.87,45.49,3.15,5,30.89,0
6424,4.92,8.96,89.09,53.44,2.89,4,51.29,1
7482,6.27,7.29,82.56,45.91,1.02,5,60.38,1
38134,5.43,6.0,68.52,63.31,3.97,4,45.15,1
40238,1.18,8.72,96.01,81.48,0.08,2,50.82,1
40608,13.73,6.56,91.84,98.62,8.49,4,100.0,1
48852,5.26,5.56,78.61,42.12,10.06,3,62.08,1
46473,4.46,7.12,47.51,56.33,6.99,4,45.15,1
41406,1.45,7.65,62.57,15.0,4.87,2,24.19,0
44719,1.79,9.04,45.16,55.39,2.06,4,3.46,0
25931,9.38,5.95,30.0,72.75,1.15,5,57.37,1
15704,2.34,8.38,57.02,48.0,1.27,1,40.9,1
43549,2.03,5.67,84.55,63.58,0.37,5,26.84,0
32733,3.04,9.77,91.91,62.01,12.0,5,49.58,1
39239,4.02,6.37,80.18,60.09,0.11,3,45.96,1
41544,5.54,7.63,69.47,77.74,3.84,2,62.12,1
38426,6.02,7.3,41.06,62.21,4.33,2,51.11,1
26377,0.98,7.85,78.33,58.47,1.96,5,42.48,1
34523,1.41,6.3,48.05,66.24,2.29,5,0.0,0
43564,1.75,7.81,92.21,50.09,0.58,1,41.55,1
36077,4.76,7.96,90.28,96.5,5.56,3,74.2,1
10649,5.54,6.02,78.0,82.6,6.22,4,72.86,1
31944,2.51,5.34,84.42,77.23,4.32,1,65.26,1
12958,4.23,7.03,57.74,46.44,1.0,1,43.27,1
1127,4.1,4.17,92.16,49.84,9.28,1,46.62,1
8910,3.38,8.64,93.87,54.88,0.18,5,66.85,1
39773,3.53,7.16,82.82,69.33,1.25,1,64.78,1
49907,2.62,6.55,96.86,58.0,4.31,1,52.66,1
28035,3.21,6.61,95.39,74.3,3.8,2,70.28,1
42830,4.37,7.37,45.19,56.63,1.48,4,45.84,1
14399,3.25,9.23,58.45,69.66,2.85,4,38.29,0
47161,3.46,6.01,80.11,57.29,3.55,5,46.51,1
33080,1.11,7.56,94.1,52.15,3.76,4,39.08,0
14199,3.26,7.68,64.4,99.36,1.97,4,69.27,1
432,4.51,5.99,96.12,49.11,8.58,4,62.73,1
24212,6.06,7.44,92.16,65.84,0.32,1,70.37,1
12641,4.11,9.36,84.57,77.92,0.02,5,65.03,1
47613,2.13,4.14,66.39,60.14,4.05,1,10.88,0
15808,2.02,7.04,62.01,66.35,0.68,4,46.18,1
39252,8.96,4.2,55.3,87.03,4.96,3,43.55,1
12053,2.1,6.99,83.64,56.59,5.79,1,39.81,0
51014,1.85,8.06,91.7,74.47,1.42,2,45.12,1
15357,3.98,7.62,81.78,48.48,4.45,2,47.78,1
25613,6.21,9.29,80.55,74.96,0.61,1,75.32,1
37446,1.32,5.05,65.87,63.26,2.05,3,28.85,0
36339,4.11,5.25,69.3,49.8,0.35,4,42.86,1
18798,3.73,7.28,72.08,66.46,1.47,2,70.52,1
37550,1.94,7.72,83.82,44.1,0.33,3,26.12,0
37865,8.27,8.93,86.03,82.45,0.07,5,68.71,1
14479,11.82,5.53,69.1,87.91,0.13,3,81.61,1
5855,2.94,6.74,81.04,65.38,0.21,1,40.64,1
25611,4.43,7.26,59.82,68.78,4.39,5,51.04,1
48518,1.86,7.32,83.11,56.68,6.12,4,27.85,0
41513,11.02,5.27,83.95,91.76,3.2,3,79.03,1
31376,1.13,8.51,92.38,38.27,1.88,5,44.54,1
937,3.07,3.81,60.17,80.94,0.71,4,37.13,0
3586,11.83,6.66,71.19,54.96,1.14,1,55.5,1
